,Text,Label,ID,Offsets
1192,PHYTELLIGENCE,None,article_00062.pre.xmi:002,[]
3590,Contact us,None,article_00180.pre.xmi:001,[]
10952,"With functional areas of expertise extending across fossil, renewable and non‐emitting energy, the team can address the interrelationships between science, policy, technology and markets.",None,article_00524.pre.xmi:008,[]
6360,"To send us your thoughts and suggestions, or for general inquiries, please email: hello@rewardstock.com",None,article_00297.pre.xmi:013,[]
8697,Surface modification technology,None,article_00413.pre.xmi:001,[]
13816,"Why do quality-driven installers lack a convenient, attractively-priced loan financing solution to offer their customers?",None,article_00671.pre.xmi:023,[]
6719,Mark Gregory,None,article_00315.pre.xmi:001,[]
506,You deserve the most out of life.,None,article_00029.pre.xmi:006,[]
12562,"Cheryl Baier has been the service representative to my company from APCO for the past three years, and prior to that did so for another company I worked for.",None,article_00606.pre.xmi:016,[]
10444,"For some borrowers, that makes repayment very tricky.",None,article_00502.pre.xmi:029,[]
10509,"His contributions to cross-industry product innovations span the areas of business intelligence, enterprise performance management, B2B collaboration and demand fulfillment.",None,article_00505.pre.xmi:016,[]
10862,"Our new proprietary platform technology is capable of manipulating light in three ways:  Blocking Light ,  Enhancing Light and  Absorbing Light .",None,article_00520.pre.xmi:021,[]
1773,The purposeful giving and servant leadership that is the core of the organization creates a dynamic environment in which to thrive.,None,article_00086.pre.xmi:040,[]
272,Culture of excellence,None,article_00017.pre.xmi:011,[]
13864,Keep an eye on this information ticker for any important info we may need to share,None,article_00674.pre.xmi:004,[]
15903,"From what we do to how we operate, we're building buzz that speaks volumes.",None,article_00767.pre.xmi:046,[]
3618,Intelligent engineering,None,article_00180.pre.xmi:029,[]
2381,"Drexel Hamilton: Drexel Hamilton, LLC is a full-service institutional broker-dealer founded on the principle of offering meaningful employment opportunities to disabled veterans desiring a career in financial services.",About,article_00117.pre.xmi:044,"[{u'text': u'Drexel Hamilton', u'endOffset': 15, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'Drexel Hamilton, LLC', u'endOffset': 37, u'beginOffset': 17, u'label': u'Company'}, {u'text': u'full-service institutional broker-dealer', u'endOffset': 83, u'beginOffset': 43, u'label': u'ProductService'}, {u'text': u'meaningful employment opportunities to disabled veterans desiring a career in financial services', u'endOffset': 217, u'beginOffset': 121, u'label': u'ValueProposition'}]"
7008,"Previously he was a Managing Partner of Gray Cary Ware & Freidenrich, and is currently a Partner at DLA Piper.",None,article_00326.pre.xmi:029,[]
9269,Requirements to be considered for this position:,None,article_00442.pre.xmi:019,[]
14866,As seen on,None,article_00722.pre.xmi:008,[]
4633,"Today, Erus is fully integrated offering financing, installation, ongoing maintenance, and service to both residential and commercial customers in multiple markets across the US.",About,article_00226.pre.xmi:011,"[{u'text': 'Erus', u'endOffset': 11, u'beginOffset': 7, u'label': u'Company'}, {u'text': 'financing, installation, ongoing maintenance, and service', u'endOffset': 98, u'beginOffset': 41, u'label': u'ProductService'}, {u'text': 'residential and commercial customers', u'endOffset': 143, u'beginOffset': 107, u'label': u'MarketProfile'}, {u'text': 'US', u'endOffset': 177, u'beginOffset': 175, u'label': u'MarketLocation'}]"
8504,Laurent Meilleur is currently serving as vice president strategic accounts and EMEA sales.,None,article_00401.pre.xmi:016,[]
746,EncapScent™ Coatings –,None,article_00042.pre.xmi:009,[]
7707,Where We Are,None,article_00365.pre.xmi:018,[]
3569,She earned a bachelor's degree from Yale University and a Master's in Architecture from Columbia University prior to attending Booth.,None,article_00179.pre.xmi:012,[]
8982,"Â Dr. Zheng is currently an endowed Professor and the McKnew Chair for Cancer Biology at Childrenâs National Medical Center in Washington, DC, where her lab focuses on the fields of hematopoietic stem cell study, immunology and cancer biology.",None,article_00425.pre.xmi:044,[]
11032,"Our company was born from ex Polymer Corp executives, who in the 50's and 60's were at the leading edge of powder coating development.",None,article_00528.pre.xmi:004,[]
8557,Local Service & Expertise Networked Nationally,None,article_00403.pre.xmi:002,[]
6448,"Our products offer significant improvements in power conversion efficiency, transient performance and EMI, in footprints 2-4x smaller than the best in class competitors today and with a significantly lower profile, enabling smaller, thinner, lighter and more power efficient products to be realized.",About,article_00304.pre.xmi:004,"[{u'text': u'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'power conversion efficiency, transient performance and EMI, in footprints 2-4x smaller than the best in class competitors today and with a significantly lower profile, enabling smaller, thinner, lighter and more power efficient products', u'endOffset': 283, u'beginOffset': 47, u'label': u'ValueProposition'}]"
5599,Our leadership in ORM has enabled some of the largest global financial institutions to manage their risk programmes efficiently and effectively.,None,article_00259.pre.xmi:004,[]
11097,arivis started with the first ever cloud-based eDMS system designed for life sciences in 2005.,None,article_00532.pre.xmi:003,[]
12444,Contact Us,None,article_00601.pre.xmi:001,[]
14344,"Shortly thereafter, in July 2002, Smart Material Corp. founded Smart Material GmbH, located at Dresden, Germany.",None,article_00696.pre.xmi:007,[]
8572,Careers,None,article_00405.pre.xmi:001,[]
15463,We couldn't believe it.,None,article_00747.pre.xmi:015,[]
9484,"Copyright TX-5-910-991, TX-5-910-992, TX-5-910-993, and TX-5-910-994.",None,article_00450.pre.xmi:017,[]
1912,"Jeremy has extensive experience working with multinational brands and retailers like Tesco, Unilever and Walmart as CIO of Brandbank, which he led to an acquisition by Nielsen.",None,article_00093.pre.xmi:045,[]
10402,Our staff of highly trained and qualified engineers and scientists stands ready to assist you.,None,article_00500.pre.xmi:020,[]
599,Learn More About Fertizona,None,article_00035.pre.xmi:008,[]
3892,"Based on interest from their customers, Sample Technologies, LLC was founded to provide digital imaging and state of the art web technologies to an impressive list of clients.",About,article_00197.pre.xmi:016,"[{u'text': 'Sample Technologies, LLC', u'endOffset': 64, u'beginOffset': 40, u'label': u'Company'}, {u'text': 'digital imaging and state of the art web technologies', u'endOffset': 141, u'beginOffset': 88, u'label': u'ProductService'}]"
5540,We use the above standard waveguides as well as customer specific custom waveguides and flanges.,None,article_00254.pre.xmi:011,[]
1652,Learn more about our titles...,None,article_00083.pre.xmi:011,[]
8106,"Your connected lifestyle should operate seamlessly throughout your day, helping you when you need it, how you need it.",None,article_00380.pre.xmi:008,[]
1893,James Shipley,None,article_00093.pre.xmi:026,[]
15546,PharmaPoint's suite of pharmacy services are specifically tailored for the following:,About,article_00752.pre.xmi:008,"[{u'text': u'PharmaPoint', u'endOffset': 11, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'pharmacy services', u'endOffset': 40, u'beginOffset': 23, u'label': u'ProductService'}]"
6502,"Our capabilities range from engineering design to failure analysis related to adsorption, chemisorption, and catalytic removal of chemicals.",None,article_00306.pre.xmi:021,[]
4362,The care and devotion they bring to each piece is truly extraordinary.,None,article_00211.pre.xmi:020,[]
262,A new point of view,None,article_00017.pre.xmi:001,[]
375,Downloading and processing the data in the field makes it the most practical instrument available.,None,article_00020.pre.xmi:063,[]
1966,"He has 30 years of investment and finance experience, with expertise in clean energy finance, and has worked in senior management positions at Fortune 100 companies across the globe.",None,article_00096.pre.xmi:023,[]
3957,"Additionally, up to 170,000 new cases of primary cancers originating in the lung, breast, colon and other organs metastasize to the brain.",None,article_00199.pre.xmi:011,[]
14928,"Matt has a unique and varied work history including guiding numerous expeditions in the Antarctic and Arctic, leading whale-watching excursions off the coast of Vancouver Island, and worked as a visiting scientist at the International Livestock Research Institute in Nairobi, Kenya.",None,article_00725.pre.xmi:020,[]
5696,"Based in Edinburgh, UK, Dukosi is bringing new technology to market drawing on its extensive experience in battery systems, electronic engineering, specialist IC design and embedded software.",About,article_00264.pre.xmi:006,"[{u'text': 'Dukosi', u'endOffset': 30, u'beginOffset': 24, u'label': u'Company'}, {u'text': 'battery systems, electronic engineering, specialist IC design and embedded software', u'endOffset': 190, u'beginOffset': 107, u'label': u'ProductService'}]"
1243,"Survey-based data faces the common problems of inconsistent financial line item classification, leading to ""apples and oranges"" comparisons.",None,article_00065.pre.xmi:017,[]
14022,"For a company brochure, click here .",None,article_00679.pre.xmi:006,[]
13684,"— World Bank, 2015",None,article_00665.pre.xmi:002,[]
13565,"Therefore, no current or prospective client should assume that future performance of any specific investment or investment strategy (including the investments and/or investment strategies recommended or undertaken by Alpha Capital Management Group, LLC made reference to directly or indirectly by Alpha Capital Management Group, LLC in its web site, or indirectly by a link to an unaffiliated third party web site, will be profitable or equal the corresponding indicated performance level(s).",None,article_00657.pre.xmi:020,[]
941,"Accidents and illnesses happen and when they do, patients, whatever their age, circumstances or location need specialist treatment fast.",None,article_00049.pre.xmi:032,[]
11696,We use Nature's #foodscience to engineer our #wine to perfection.,None,article_00560.pre.xmi:012,[]
9663,• World-class corporate responsibility,None,article_00463.pre.xmi:003,[]
3346,Matt Kool – Iowa Techniques,None,article_00163.pre.xmi:027,[]
2657,Construction of the South Street Landing is underway and will encompass:,None,article_00129.pre.xmi:006,[]
16480,Discover art from local artists near home or while visiting your favorite destinations.,None,article_00793.pre.xmi:029,[]
11043,The sweet spot,None,article_00529.pre.xmi:004,[]
5326,Just 10 seconds to Register,None,article_00250.pre.xmi:001,[]
11070,The Nature of Investing: Katherine Collins at TEDxWellesleyCollege,None,article_00530.pre.xmi:016,[]
6578,Contact,None,article_00310.pre.xmi:001,[]
2799,Ron Lowy – Chairman of the Board,None,article_00138.pre.xmi:002,[]
4306,Ryan is a seasoned sales executive with a lengthy history of leading successful sales teams...,None,article_00210.pre.xmi:060,[]
14037,A strong management team,None,article_00680.pre.xmi:014,[]
13063,"Prior to appointment as CEO, Christian previously held the position of Vice President of Sales at Critical Power USA.",None,article_00632.pre.xmi:020,[]
7244,Our success is attributable to our employees and a strong dedication to service.,None,article_00343.pre.xmi:006,[]
298,About Acculynk,None,article_00019.pre.xmi:001,[]
9241,Our products follow this logic and cater to the individual.,None,article_00441.pre.xmi:008,[]
13863,"Welcome to the Athion Network, Join the server on play.athion.net.",None,article_00674.pre.xmi:003,[]
3823,Position Requirements include:,None,article_00191.pre.xmi:062,[]
11215,3642372,None,article_00538.pre.xmi:019,[]
7977,Excellence,None,article_00376.pre.xmi:044,[]
2035,"CEO & Founder, POD Point",None,article_00099.pre.xmi:009,[]
4039,"Will Graylin, Chairman",None,article_00202.pre.xmi:007,[]
11072,"Honeybees are inspiring as individual creatures, as collective superorganisms, and as members of their broader ecosystems.",None,article_00530.pre.xmi:018,[]
14952,With our Civil Aviation Authority (CAA) and National Qualified Entity (NQE) status we are perfectly placed to be a guiding force for organisations introducing and embedding drones into their operations.,None,article_00726.pre.xmi:008,[]
1499,Pine Gate Renewables,None,article_00078.pre.xmi:054,[]
3512,Our Partners,None,article_00175.pre.xmi:007,[]
16589,"Simon was instrumental in the scaling up of Icap, now the world's largest inter broker dealer where transaction processing and data security are mission critical.",None,article_00796.pre.xmi:023,[]
8844,What Is Benzinga.com?,None,article_00422.pre.xmi:002,[]
8362,Within half an hour I was surrounded by Post-it notes with scribbles of information about different Spaces.,None,article_00391.pre.xmi:011,[]
6828,She was formerly the Vice President of Resources for Indispensable Schools and Educators and co-founded the Kenya Community Center for Learning in Nairobi.,None,article_00319.pre.xmi:005,[]
7130,"Seasoned executive with a diverse range of expertise spanning corporate finance and development garnered over his 14 year investment banking career, where he focused most of his time working with technology, consumer, and service businesses.",None,article_00334.pre.xmi:027,[]
12492,About the Firm,None,article_00603.pre.xmi:001,[]
10385,"Our expertise includes design, development, and manufacturing of optical and mechanical-optical components, sub-assemblies and systems including lenses, prisms, thin film coatings, optical assemblies, sinuscopes, arthroscopes, laparoscopes, stereo-endoscopes, beamsplitters, endocouplers, camera adapters and fiber optic assemblies.",About,article_00500.pre.xmi:003,"[{u'text': u'Our', u'endOffset': 3, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'design, development, and manufacturing of optical and mechanical-optical components, sub-assemblies and systems', u'endOffset': 134, u'beginOffset': 23, u'label': u'ProductService'}]"
4085,Dan focuses on bringing his depth of experience and knowledge to the direct sales and e-commerce functions at ONvocal.,None,article_00202.pre.xmi:053,[]
242,Do you want to join us?,None,article_00015.pre.xmi:010,[]
14442,What is Naltrexone therapy?,None,article_00701.pre.xmi:016,[]
1644,Iris the Dragon is a registered charity and producer of books educating audiences about mental health and wellness.,About,article_00083.pre.xmi:003,"[{u'text': u'Iris the Dragon', u'endOffset': 15, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'charity and producer of books educating audiences about mental health and wellness', u'endOffset': 114, u'beginOffset': 32, u'label': u'ProductService'}]"
7371,"Corporate Sales Director When Candice isn't stalking social networks, she's updating the website, planning trade shows and finding bloggers-- now go like us on Facebook.",None,article_00347.pre.xmi:034,[]
13577,"When you link to any of these web-sites provided here, you are leaving this site.",None,article_00657.pre.xmi:032,[]
5594,Email Info@IsidoreRecycling.com  or call (323) 222-3322 to schedule service.,None,article_00258.pre.xmi:009,[]
12737,A whole new way to experience audio,None,article_00615.pre.xmi:007,[]
12701,Who We,None,article_00612.pre.xmi:011,[]
5231,"Heather is obsessed with the every detail of the Client Experience, which is good, because she leads Marketplace Success for Australia.",None,article_00246.pre.xmi:052,[]
2076,Succession Financial Management provides straight forward solutions for clients seeking protection and mortgage advice as well as a pension and investment advice for clients who are saving and building capital for a secure and financially independent future.,About,article_00101.pre.xmi:016,"[{u'text': u'Succession Financial Management', u'endOffset': 31, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'protection and mortgage advice', u'endOffset': 118, u'beginOffset': 88, u'label': u'ProductService'}, {u'text': u'pension and investment advice', u'endOffset': 161, u'beginOffset': 132, u'label': u'ProductService'}]"
4103,Login    Careers    Blog    Terms of Use    Privacy Policy,None,article_00202.pre.xmi:071,[]
7493,"She is also an honorary advisory board member to the Holistic Sustainability Education organization, which delivers online and custom executive education focused on leadership practices for sustainability.",About,article_00353.pre.xmi:035,"[{u'text': 'Holistic Sustainability Education', u'endOffset': 86, u'beginOffset': 53, u'label': u'Company'}, {u'text': 'online and custom executive education', u'endOffset': 153, u'beginOffset': 116, u'label': u'ProductService'}]"
9043,Buy,None,article_00428.pre.xmi:001,[]
5968,Joy Masterson Weir,None,article_00280.pre.xmi:024,[]
14192,"Using your VIN or license plate number, CARFAX can pull service records, maintenance schedules, open recalls and more.",About,article_00686.pre.xmi:015,"[{u'text': 'CARFAX', u'endOffset': 46, u'beginOffset': 40, u'label': u'Company'}, {u'text': 'pull service records, maintenance schedules, open recalls', u'endOffset': 108, u'beginOffset': 51, u'label': u'ProductService'}]"
13413,"Weâre looking for great people to join our team - if youâre interested, please take a look at our Careers page for details.",None,article_00650.pre.xmi:017,[]
3966,"In addition to brain cancers, the IL4R is a marker for highly aggressive forms of solid and blood tumors affecting more then a million new cancer patients every year.",None,article_00199.pre.xmi:020,[]
12631,Higher efficiencies in power conversion.,None,article_00609.pre.xmi:023,[]
16490,Jeffrey Levitt,None,article_00794.pre.xmi:005,[]
15916,"""There are many companies offering crop protection alternatives.",None,article_00768.pre.xmi:004,[]
6754,Glenn Wright,None,article_00315.pre.xmi:036,[]
11233,"Apex chooses locations with supportive landowners, a proven wind resource, access to high-capacity transmission lines, low risk for wildlife impact, and compatibility with existing land uses.",None,article_00539.pre.xmi:016,[]
13876,About Us,None,article_00675.pre.xmi:002,[]
14126,"From those humble beginnings the company has grown into the industry leader in international chemical regulatory compliance, offering a variety of database products, training programs and consulting services for handling hazardous materials on a global basis.",About,article_00682.pre.xmi:003,"[{u'text': 'company', u'endOffset': 40, u'beginOffset': 33, u'label': u'Company'}, {u'text': 'database products, training programs and consulting services', u'endOffset': 207, u'beginOffset': 147, u'label': u'ProductService'}, {u'text': 'global', u'endOffset': 252, u'beginOffset': 246, u'label': u'MarketLocation'}]"
4078,"Ayan graduated from NYU Poly in 2012 with a BS of EE degree with a concentration of DSP and brings extensive experience in audio signal processing, control, and a passion for producing impeccable sound through technology.",None,article_00202.pre.xmi:046,[]
7754,Dan Hodges founded Reach150 in 2011.,None,article_00367.pre.xmi:006,[]
8832,Frank Lloyd Wright,None,article_00420.pre.xmi:012,[]
9462,RVA operates two non-federal towers and one Army National Guard (ARNG) tower.,None,article_00449.pre.xmi:008,[]
2778,More information is available in the Research & Development section.,None,article_00135.pre.xmi:022,[]
4603,This experience from a member's perspective is extremely vital in understanding community association's problems and solutions.,None,article_00225.pre.xmi:038,[]
4932,Want to know more about us?,None,article_00239.pre.xmi:015,[]
1985,She serves on several boards including Vermont Works for Women and Vermont Businesses for Social Responsibility.,None,article_00096.pre.xmi:042,[]
3861,"Rick Deacon, CEO & Founder",None,article_00195.pre.xmi:002,[]
7774,Effortlessly stay in touch with clients at key milestones,None,article_00367.pre.xmi:026,[]
9726,generation of consumer,None,article_00466.pre.xmi:002,[]
325,Confidence in your decisions requires confidence in your data.,None,article_00020.pre.xmi:013,[]
15922,• The company focuses on providing superior products and service to the agricultural markets throughout the United States.,About,article_00768.pre.xmi:010,"[{u'text': u'company', u'endOffset': 13, u'beginOffset': 6, u'label': u'Company'}, {u'text': u'agricultural markets', u'endOffset': 92, u'beginOffset': 72, u'label': u'MarketSegment'}, {u'text': u'United States', u'endOffset': 121, u'beginOffset': 108, u'label': u'MarketLocation'}]"
6394,About us,None,article_00301.pre.xmi:002,[]
12731,About,None,article_00615.pre.xmi:001,[]
4054,Why: OV keeps my hands free while keeping me connected with the real world.,None,article_00202.pre.xmi:022,[]
2237,"We stayed in touch the entire time, and by 2007 we decided it was time to combine passions and set up our own food company.",None,article_00109.pre.xmi:016,[]
5229,"He's passionate about tech, tech, and long driving trips across the US.",None,article_00246.pre.xmi:050,[]
4571,Our firm is full service and committed to provide our clients with the ideal real estate backing – a one stop shop for a variety of needs.,None,article_00225.pre.xmi:006,[]
8976,He served as a member of the editorial boards of Cancer Research and Carcinogenesis.,None,article_00425.pre.xmi:038,[]
7454,Contact Us,None,article_00352.pre.xmi:017,[]
1268,See video,None,article_00067.pre.xmi:002,[]
864,Product or Service Inquiry,None,article_00046.pre.xmi:017,[]
4942,He holds a Masters in Computer Science from Georgia Institute of Technology.,None,article_00239.pre.xmi:025,[]
2253,Robust real time data collection from the field on provides true insight for management.,None,article_00110.pre.xmi:010,[]
6010,He holds a masters in statistics from the University of Cambridge and his bachelors in mathematics with computer science from the Massachusetts Institute of Technology.,None,article_00280.pre.xmi:066,[]
6911,Co-founded Cybersmith.,None,article_00319.pre.xmi:088,[]
11082,"We operate distribution branches in Atlanta, Greenville, Raleigh, Nashville, Jacksonville, Central Florida, Mobile and Baltimore, in which we stock the largest and broadest inventory of specialty products in the industry.",About,article_00531.pre.xmi:007,"[{u'text': u'We', u'endOffset': 2, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'Atlanta, Greenville, Raleigh, Nashville, Jacksonville, Central Florida, Mobile and Baltimore', u'endOffset': 128, u'beginOffset': 36, u'label': u'MarketLocation'}]"
6998,Jordan joined MI7 as an Advisor.,None,article_00326.pre.xmi:019,[]
371,Any issues or questions were addressed immediately and personally.,None,article_00020.pre.xmi:059,[]
12160,Netrepid has positioned itself as a key partner to many other services and solutions providers.,None,article_00585.pre.xmi:008,[]
7940,Arun is a well-known pharmaceutical industrialist.,None,article_00376.pre.xmi:007,[]
609,"We continue to increase our storage facilities to house more products so that in the unlikely event of a shortage, we are ready to supply you with instrumental inputs for your operation.",None,article_00035.pre.xmi:018,[]
4651,compliance.,None,article_00226.pre.xmi:029,[]
14211,"Salon Media Group has driven the national conversation since 1995 through its fearless journalism and, more recently, original video, distributed across Salon.com, social media, mobile devices, and wearable apps.",About,article_00688.pre.xmi:003,"[{u'text': u'Salon Media Group', u'endOffset': 17, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'journalism', u'endOffset': 97, u'beginOffset': 87, u'label': u'ProductService'}]"
8872,Dr. Cook received his B.S.,None,article_00423.pre.xmi:005,[]
13249,MergeLane runs one 12-week accelerator each year that pairs a select cohort of high-growth startups with industry-leading mentors to dramatically increase the startupsâ growth trajectory.,None,article_00640.pre.xmi:007,[]
16356,"Compost Days™ March 6 - April 23, 2017",None,article_00789.pre.xmi:001,[]
12769,Our History,None,article_00616.pre.xmi:011,[]
2364,"His knowledge of tactical implementation, management, media and community relations has led to maximum market penetration and opportunity.",None,article_00117.pre.xmi:027,[]
7766,"Our referral management system will help you build a collection of client recommendations (with no login required), promote your services to your sphere of influencers, and nurture them by effortlessly staying in touch at key milestones.",About,article_00367.pre.xmi:018,"[{u'text': 'referral management system', u'endOffset': 30, u'beginOffset': 4, u'label': u'ProductService'}, {u'text': 'build a collection of client recommendations (with no login required), promote your services to your sphere of influencers, and nurture them by effortlessly staying in touch at key milestones', u'endOffset': 236, u'beginOffset': 45, u'label': u'ValueProposition'}]"
7148,Employment,None,article_00336.pre.xmi:001,[]
9103,Citizens Energy since 1979,None,article_00431.pre.xmi:002,[]
3789,"Perform discovery while engaging with the customer to understand key technical, financial, operational, and business issues that can be mitigated or alleviated with the Index Engines product suite.",None,article_00191.pre.xmi:027,[]
15703,"He led a successful business as President and Founder at Sierra Research and Technology, which was acquired by TDK in 2000 to substantially expand its networking engineering team.",None,article_00758.pre.xmi:016,[]
5581,"In 1991, John handed the president's gavel to his third son, Ernie, while maintaining a leadership role as Chairman of the Board.",None,article_00257.pre.xmi:018,[]
10434,In a lifetime most people make two large purchases.,None,article_00502.pre.xmi:019,[]
5060,Brand assets,None,article_00242.pre.xmi:023,[]
9615,Mission,None,article_00460.pre.xmi:002,[]
4218,"Knowledgeable, Experienced Team",None,article_00209.pre.xmi:005,[]
14960,"RAY BASRI, MD",None,article_00727.pre.xmi:002,[]
8671,Constant advancement since our beginnings in 1996 has made Healthpoint one of the most progressive and innovative companies in the tertiary health and beauty market.,About,article_00411.pre.xmi:025,"[{u'text': 'Healthpoint', u'endOffset': 70, u'beginOffset': 59, u'label': u'Company'}, {u'text': 'health and beauty market', u'endOffset': 164, u'beginOffset': 140, u'label': u'MarketSegment'}]"
662,"Coast Dental, along with its professional affiliations, have more than 180 locations in California, Florida, Georgia, Nevada and Texas.",None,article_00037.pre.xmi:007,[]
12127,"This core technology provides a versatile platform from which new products are developed, allowing the company to serve markets that include Scientific Research, Life Sciences, Defense, and Commercial.",About,article_00583.pre.xmi:010,"[{u'text': 'company', u'endOffset': 110, u'beginOffset': 103, u'label': u'Company'}, {u'text': 'Scientific Research, Life Sciences, Defense, and Commercial', u'endOffset': 200, u'beginOffset': 141, u'label': u'MarketSegment'}]"
16061,"When crude oil flows into a wellbore, pressure and temperature are reduced.",None,article_00773.pre.xmi:024,[]
9311,The position is for the TVPage office in San Diego,None,article_00442.pre.xmi:061,[]
2776,CSL invests in the development of protein-based medicines for treating serious human diseases.,None,article_00135.pre.xmi:020,[]
4535,"McLagan provides compensation consulting, operational benchmarking and best practice research across the financial industries.",About,article_00223.pre.xmi:004,"[{u'text': u'McLagan', u'endOffset': 7, u'beginOffset': 0, u'label': u'Company'}, {u'text': u'compensation consulting, operational benchmarking and best practice research', u'endOffset': 93, u'beginOffset': 17, u'label': u'ProductService'}, {u'text': u'financial industries', u'endOffset': 125, u'beginOffset': 105, u'label': u'MarketSegment'}]"
7189,"We're not perfect but with your contribution, we can make it as close to perfection.",None,article_00339.pre.xmi:013,[]
14009,"Read what the Columbia Regional Business Report has to say about Recleim, our recycling program and our efforts to revitalize the the community of Graniteville, SC.",None,article_00678.pre.xmi:009,[]
10978,"With more than 30 years' experience handing divorce cases and family law proceedings, her particular speciality is conducting investigations in cases where substantial assets are in dispute.",None,article_00525.pre.xmi:020,[]
5573,"With our team of innovators and your valuable input, we are able to provide products that speak to our understanding of the relationship between patient, caregiver, and provider.",About,article_00257.pre.xmi:010,"[{u'text': 'we', u'endOffset': 55, u'beginOffset': 53, u'label': u'Company'}, {u'text': 'products that speak to our understanding of the relationship between patient, caregiver, and provider', u'endOffset': 177, u'beginOffset': 76, u'label': u'ValueProposition'}]"
6135,Finance This Domain: $2295 12 monthly payments of $192,None,article_00285.pre.xmi:003,[]
4427,Corporate governance,None,article_00216.pre.xmi:003,[]
5247,Sherry Atillo Success Guru,None,article_00246.pre.xmi:068,[]
11750,"While real estate technology has seemingly stood still for the last few years, internet technology has actually made enormous strides over the last decade.",None,article_00562.pre.xmi:015,[]
3981,Board of Directors,None,article_00200.pre.xmi:010,[]
9943,Soluciones en Dispositivos Médicos is an organization that strives to promote solutions for the prevention and treatment of cervical cancer.,About,article_00479.pre.xmi:033,"[{u'text': u'Soluciones en Dispositivos M\xe9dicos', u'endOffset': 34, u'beginOffset': 0, u'label': u'Company'}]"
7825,"Within these practices, a cross-functional team of professionals works to generate CFSI's industry thought leadership and consumer research, to foster promising innovations that advance consumer financial health, and to work with companies in direct engagements to more profitably serve consumers with high-quality financial products.",None,article_00370.pre.xmi:021,[]
2669,Get Updates,None,article_00129.pre.xmi:018,[]
3977,"With its management philosophy, half a century of experience in recycling, and continuous efforts in research and development as driving forces, Cascades continues to deliver the innovative products that customers have come to rely on.",None,article_00200.pre.xmi:006,[]
279,"Aerial Applications brings together great pilots, hardware and software achieve operational excellence.",None,article_00017.pre.xmi:018,[]
14109,She now works at Florismart and maintains part of our customer support.,None,article_00681.pre.xmi:063,[]
8718,"The Company's common shares trade on the NYSE MKT, and the Toronto Stock Exchange under the ticker symbols GTE.",None,article_00415.pre.xmi:003,[]
7452,Catalogue,None,article_00352.pre.xmi:015,[]
5197,"His professional career spans from mathematics, software engineering & development to visual arts, graphic design and usability.",None,article_00246.pre.xmi:018,[]
9886,"Rezatec was originally founded out of University College London (UCL), one of the UK's leading universities, renowned for its work on remote sensing, land carbon sequestration, tropical forests and climate change.",None,article_00477.pre.xmi:011,[]
15148,The big boss,None,article_00735.pre.xmi:018,[]
15809,Expertise,None,article_00763.pre.xmi:017,[]
4155,Variant Interpretation,None,article_00205.pre.xmi:006,[]
11438,Our Values,None,article_00546.pre.xmi:010,[]
4883,"As a company we are committed to ensuring reliability, quality, and service as our most important products.",About,article_00235.pre.xmi:011,"[{u'text': 'company', u'endOffset': 12, u'beginOffset': 5, u'label': u'Company'}, {u'text': 'ensuring reliability, quality, and service as our most important products', u'endOffset': 106, u'beginOffset': 33, u'label': u'ValueProposition'}]"
5807,Market Briefs,None,article_00273.pre.xmi:001,[]
3809,Success penetrating and managing major accounts (Fortune 500-1000),None,article_00191.pre.xmi:047,[]
10079,"Sabrina Jiang, Full Stack Developer",None,article_00483.pre.xmi:016,[]
8713,Dubset's team collectively has over 100 years experience in the music & media marketplace.,None,article_00414.pre.xmi:011,[]
14874,"Larry graduated from Texas A&M University, and continues to serve as a frequent lecturer at the university's Mays Business School.",None,article_00723.pre.xmi:004,[]
4683,Juan Cortinas: Vice President of Installations,None,article_00226.pre.xmi:061,[]
11519,Director of Technical Operations,None,article_00550.pre.xmi:032,[]
14292,"Finding the right exercise, eating healthy food, worrying about some things and forgetting about others.",None,article_00693.pre.xmi:012,[]
16450,"By continuing to browse the site, you are agreeing to our use of cookies.",None,article_00792.pre.xmi:020,[]
5593,But we can't do it without your electronics.,None,article_00258.pre.xmi:008,[]
12247,For over 125 years Viadux has produced pipeline products that are vital for human survival.,About,article_00589.pre.xmi:005,"[{u'text': 'Viadux', u'endOffset': 25, u'beginOffset': 19, u'label': u'Company'}, {u'text': 'pipeline products', u'endOffset': 56, u'beginOffset': 39, u'label': u'ProductService'}]"
6897,richard schnieders,None,article_00319.pre.xmi:074,[]
4563,Use #dailysecuritytips to Connect With Us,None,article_00224.pre.xmi:014,[]
8376,HeadBox cuts out the intermediary.,None,article_00391.pre.xmi:025,[]
10484,Better clothes.,None,article_00504.pre.xmi:008,[]
10794,"Prior to his work with Cordillera Ranch, Chris worked for Creekstone Builders on various luxury apartment developments throughout the U.S. Chris holds a BBA in Finance from Texas Tech University.",None,article_00516.pre.xmi:013,[]
1269,"igrenEnergi, Inc. is a US HQ company with its India offices in Mumbai and Bangalore .",None,article_00067.pre.xmi:003,[]
